"91368","2015-06-14",\N,\N,"手机分期消费（盛联乐都店）","1999","还款中","本人在盛联乐都店购买华为METE7 手机一部。全款2999元，首付1000元，贷款1999元，分12期偿还。本人信誉良好，有能力及时偿还。","12个月","18.00",\N,"购物消费","秦皇岛乾融担保有限公司",\N,"按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"91369","2015-06-12",\N,\N,"汽车修理服务公司短期借款","￥280,000.00元","还款中","该汽车修理服务公司经营范围是汽车装饰服务、汽车配件、一类机动车维修。汽车轮胎、商用车及九座以上乘用车的销售等。
公司位于我市海港区和平大街，拥有机修、电修、装潢车间、喷漆车间等1500多平米厂房和停车场，拥有工程师、技师、技术管理工等40余人的专业团队，可承接各种国产、进口轿车的大、中、小修理。事故车的钣金喷漆以及各种轿车的疑难电路维修、发动机电脑编程等。公司拥有扒胎机、动平衡机、发动机的故障分析仪等10种设备，先进的设备和雄厚的技术力量使该公司在我市同行业有较高声望。
借款者与网站多次合作，信用良好，能够及时偿还借款。此次借款用于购进汽车配件一批，借款金额28万元，借款时间2个月，该汽车修理公司经营稳定，业务收入可用于偿还此次借款。","2个月","16.00",\N,"生意周转","秦皇岛乾融担保有限公司",\N,"每月还息到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"91370","2015-06-07",\N,\N,"商贸有限公司短期经营借款","￥260,000.00元","还款中","该商贸有限公司主要经营建材、五金产品、家庭用品、卫生洁具等。公司地址位于我市海港区河北大街中段358号，成立于2012年，是我市某知名卫浴品牌地区总代理，分别在我市红星美凯龙、华运建材城、旭日购物广场等商场内设有门店，经营卫浴产品、五金管件产品销售。通过前期与该公司合作，公司偿还借款及时，信用记录良好。此次借款用于购进家庭用品及卫生洁具等产品，除自有部分资金，需借款26万元，借款时间2个月。各商场门店销售收入用于偿还借款，借款者名下私有文博城90平米住房一套作为反担保。","2个月","16.00",\N,"生意周转","秦皇岛乾融担保有限公司",\N,"每月还息到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"91371","2015-06-06",\N,\N,"手机分期消费（顶好二楼店）","￥3,000.00元","还款中","本人在顶好二楼店分期购苹果6 16g金色二手手机一部。全款4000元，首付1000元，贷款3000元，分12期偿还。本人信誉良好，有能力及时偿还。","12个月","18.00",\N,"购物消费","秦皇岛乾融担保有限公司",\N,"按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"91372","2015-06-06",\N,\N,"手机分期消费（顶好二楼店）","￥3,000.00元","还款中","本人在顶好二楼店分期购苹果6plus16g金色手机一部。全款5500元，首付2500元，贷款3000元，分12期偿还。本人信誉良好，有能力及时偿还。","12个月","18.00",\N,"购物消费","秦皇岛乾融担保有限公司",\N,"按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"91373","2015-06-04",\N,\N,"手机分期消费（顶好二楼店）","￥3,500.00元","还款中","本人在顶好二楼店分期购苹果6plus16g金色手机一部。全款5550元，首付2050元，贷款3500元，分12期偿还。本人信誉良好，有能力及时偿还。","12个月","18.00",\N,"购物消费","秦皇岛乾融担保有限公司",\N,"按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"91374","2015-06-03",\N,\N,"手机分期消费（顶好二楼店）","￥3,000.00元","还款中","本人在顶好二楼店分期购苹果6 16g金色手机一部。全款5000元，首付2000元，贷款3000元，分12期偿还。本人信誉良好，有能力及时偿还。","12个月","18.00",\N,"购物消费","秦皇岛乾融担保有限公司",\N,"按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"91375","2015-06-02",\N,\N,"手机分期消费（顶好二楼店）","￥2,600.00元","还款中","本人在顶好二楼店分期购苹果6 plus16g金色手机一部。全款5600元，首付3000元，贷款2600元，分12期偿还。本人信誉良好，有能力及时偿还。","12个月","18.00",\N,"购物消费","秦皇岛乾融担保有限公司",\N,"按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"91376","2015-06-02",\N,\N,"手机分期消费（燕大西校区）","￥4,500.00元","还款中","本人是东北石油大学秦皇岛分校一名大一学生，在燕大西校区分期购苹果6plus手机一部。全款5500元，首付1000元，贷款4500元，分12期偿还。本人信誉良好，有能力及时偿还。","12个月","18.00",\N,"购物消费","秦皇岛乾融担保有限公司",\N,"按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"91377","2015-06-02",\N,\N,"手机分期消费（燕大西校区）","￥4,500.00元","还款中","本人是东北石油大学秦皇岛分校一名大一学生，在燕大西校区分期购苹果6plus手机一部。全款5500元，首付1000元，贷款4500元，分12期偿还。本人信誉良好，有能力及时偿还。","12个月","18.00",\N,"购物消费","秦皇岛乾融担保有限公司",\N,"按月分期还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
