"2332","2015-06-16 09:40",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","30000","还款中",\N,"3个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","10.80",\N
"2333","2015-06-16 09:39",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","80000","还款中",\N,"2个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","6.00",\N
"2334","2015-06-15 09:43",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","30000","还款中",\N,"3个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","10.80",\N
"2335","2015-06-15 09:42",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","80000","还款中",\N,"2个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","6.00",\N
"2336","2015-06-13 10:07",\N,\N,"关于蛋白质纤维年产4500吨生产","20100","还款中",\N,"2个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","6.20",\N
"2337","2015-06-13 09:11",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","30000","还款中",\N,"3个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","10.80",\N
"2338","2015-06-13 09:10",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","80000","还款中",\N,"2个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","6.00",\N
"2339","2015-06-12 09:44",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","30000","还款中",\N,"3个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","10.80",\N
"2340","2015-06-12 09:43",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","80000","还款中",\N,"2个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","6.00",\N
"2341","2015-06-11 08:51",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","30000","还款中",\N,"3个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","10.80",\N
"2342","2015-06-11 08:50",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","80000","还款中",\N,"2个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","6.00",\N
"2343","2015-06-10 09:20",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","30000","还款中",\N,"3个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","10.80",\N
"2344","2015-06-10 09:19",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","80000","还款中",\N,"2个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","6.00",\N
"2345","2015-06-09 15:00",\N,\N,"关于蛋白质纤维年产4500吨生产","20000","还款中",\N,"3个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","11.00",\N
"2346","2015-06-09 09:25",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","30000","还款中",\N,"3个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","10.80",\N
"2347","2015-06-09 09:24",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","80000","还款中",\N,"2个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","6.00",\N
"2348","2015-06-08 13:49",\N,\N,"关于蛋白质纤维年产4500吨生产","30000","还款中",\N,"2个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","6.20",\N
"2349","2015-06-08 09:34",\N,\N,"关于蛋白质纤维年产4500吨生产","20000","还款中",\N,"3个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","11.00",\N
"2350","2015-06-08 09:26",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","30000","还款中",\N,"3个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","10.80",\N
"2351","2015-06-08 09:25",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","80000","还款中",\N,"2个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","6.00",\N
"2352","2015-06-06 09:29",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","30000","还款中",\N,"3个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","10.80",\N
"2353","2015-06-06 09:28",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","80000","还款中",\N,"2个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","6.00",\N
"2354","2015-06-05 09:36",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","30000","还款中",\N,"3个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","10.80",\N
"2355","2015-06-05 09:35",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","80000","还款中",\N,"2个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","6.00",\N
"2356","2015-06-04 09:22",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","30000","还款中",\N,"3个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","10.80",\N
"2357","2015-06-03 11:16",\N,\N,"关于蛋白质纤维年产4500吨生产","50000","还款中",\N,"3个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","11.00",\N
"2358","2015-06-03 09:39",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","30000","还款中",\N,"3个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","10.80",\N
"2359","2015-06-02 10:06",\N,\N,"关于蛋白质纤维年产4500吨生产","20000","还款中",\N,"3个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","11.00",\N
"2360","2015-06-02 09:13",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","30000","还款中",\N,"3个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","10.80",\N
"2361","2015-06-01 10:01",\N,\N,"关于蛋白质纤维年产4500吨生产","30000","还款中",\N,"3个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","11.00",\N
"2362","2015-06-01 09:23",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","30000","还款中",\N,"3个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","10.80",\N
"2363","2015-05-30 09:42",\N,\N,"平台23    关于蛋白质纤维年产4500吨生产","30000","还款中",\N,"3个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","10.80",\N
"2364","2015-05-30 09:14",\N,\N,"关于蛋白质纤维年产4500吨生产","20000","还款中",\N,"3个月","21.60",\N,"短期周转",\N,\N,"每月还息到期还本",\N,"","","","",\N,"","",\N,"","11.00",\N
