"30345","2014-12-09 10:46:36",\N,\N,"月湖小区借款标（五）","300000","还款中","借款人因资金周转需要，将市场价500万元的温州月湖小区房产一处进行抵押，平台48授予信用额度300万元。现该抵押物相关手续已落实完毕。借款期限为12个月。 http://www.qmdai.com/article/content/298.htm","1月","21.6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.3",\N
"30346","2014-12-09 09:33:28",\N,\N,"第三批皇台酒借款标(六)","300000","还款中","借款人因资金周转需要，将市场价5000000元的皇台酒进行抵押，平台48授予持有人2800000元信用额度。借款期限为12个月。 http://www.qmdai.com/article/content/521.htm","1月","21.6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.3",\N
"30347","2014-12-09 09:29:49",\N,\N,"南肖埠文景苑房产借款标(八）","300000","还款中","借款人因资金周转需要，经杭州专业评估公司估价4600000元的杭州市南肖埠文景苑房产一处进行抵押，平台48授予信用额度2300000元。现该抵押物相关手续已落实完毕，借款期限为12个月。 http://www.qmdai.com/article/content/271.htm","1月","21.6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.3",\N
"30348","2014-12-09 09:31:24",\N,\N,"起亚借款标","65000","还款中","车主因资金周转需要，将市场价100000元的起亚轿车进行抵押，借款额度65000元。现该抵押物相关手续已落实完毕，借款期限为6个月。
http://www.qmdai.com/article/content/444.htm","3月","22.2",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.0",\N
"30349","2014-12-09 09:30:09",\N,\N,"宝马x6轿车借款标（三）","150000","还款中","车主因资金周转需要，将市场价700000元的宝马轿车进行抵押，借款额度450000元。现该抵押物相关手续已落实完毕，借款期限为6个月. http://www.qmdai.com/article/content/311.htm","3月","22.2",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.0",\N
"30350","2014-12-08 13:42:56",\N,\N,"月湖小区借款标（四）","300000","还款中","借款人因资金周转需要，将市场价500万元的温州月湖小区房产一处进行抵押，平台48授予信用额度300万元。现该抵押物相关手续已落实完毕。借款期限为12个月。
http://www.qmdai.com/article/content/298.htm","1月","21.6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.3",\N
"30351","2014-12-08 11:05:07",\N,\N,"月湖小区借款标（三）","300000","还款中","借款人因资金周转需要，将市场价500万元的温州月湖小区房产一处进行抵押，平台48授予信用额度300万元。现该抵押物相关手续已落实完毕。借款期限为12个月。
http://www.qmdai.com/article/content/298.htm","1月","21.6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.3",\N
"30352","2014-12-08 09:47:45",\N,\N,"月湖小区借款标（二）","300000","还款中","借款人因资金周转需要，将市场价500万元的温州月湖小区房产一处进行抵押，平台48授予信用额度300万元。现该抵押物相关手续已落实完毕。借款期限为12个月。
http://www.qmdai.com/article/content/298.htm","1月","21.6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.3",\N
"30353","2014-12-08 10:55:02",\N,\N,"现代借款标","70000","还款中","车主因资金周转需要，将市场110000元的北京现代牌轿车进行抵押，借款额度70000元。现该抵押物相关手续已落实完毕，借款期限为6个月.
 http://www.qmdai.com/article/content/750.htm","1月","21.6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.3",\N
"30354","2014-12-08 10:47:45",\N,\N,"第三批皇台酒借款标(五)","150000","还款中","借款人因资金周转需要，将市场价5000000元的皇台酒进行抵押，平台48授予持有人2800000元信用额度。借款期限为12个月。
http://www.qmdai.com/article/content/521.htm","1月","21.6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.3",\N
"30355","2014-12-08 09:41:43",\N,\N,"第三批皇台酒借款标(四)","300000","还款中","借款人因资金周转需要，将市场价5000000元的皇台酒进行抵押，平台48授予持有人2800000元信用额度。借款期限为12个月。
http://www.qmdai.com/article/content/521.htm","1月","21.6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.3",\N
"30356","2014-12-08 09:41:19",\N,\N,"福克斯轿车借款标","55000","还款中","车主因资金周转需要，将市场价90000元的福克斯轿车进行抵押，借款额度55000元。现该抵押物相关手续已落实完毕，借款期限为6个月。
 http://www.qmdai.com/article/content/802.htm","1月","21.6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.3",\N
"30357","2014-12-08 09:36:13",\N,\N,"第三批皇台酒借款标(三)","300000","还款中","借款人因资金周转需要，将市场价5000000元的皇台酒进行抵押，平台48授予持有人2800000元信用额度。借款期限为12个月。
http://www.qmdai.com/article/content/521.htm","1月","21.6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.3",\N
"30358","2014-12-08 09:34:14",\N,\N,"月湖小区借款标（一）","300000","还款中","借款人因资金周转需要，将市场价500万元的温州月湖小区房产一处进行抵押，平台48授予信用额度300万元。现该抵押物相关手续已落实完毕。借款期限为12个月。
http://www.qmdai.com/article/content/298.htm","1月","21.6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.3",\N
"30359","2014-12-08 09:33:46",\N,\N,"第三批皇台酒借款标(二)","300000","还款中","借款人因资金周转需要，将市场价5000000元的皇台酒进行抵押，平台48授予持有人2800000元信用额度。借款期限为12个月。
http://www.qmdai.com/article/content/521.htm","1月","21.6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.3",\N
