"15860",\N,"",\N,"小沈借款进行时","30000","投标中",\N,"35天","0.07",\N,"",\N,"2015-08-05 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15861",\N,"",\N,"净值标小试一把 谢谢支持","10000","投标中",\N,"30天","0.06",\N,"",\N,"2015-08-05 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15862",\N,"2015-08-01 17:25:11 ",\N,"WEGF-A-08沃恩股份现金入股标第八标 投标即奖励","1000000","投标中",\N,"6天","0.00",\N,"",\N,"2015-08-10 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15863",\N,"",\N,"净值入股","5000","
          已满标",\N,"20天","0.06",\N,"",\N,"2015-08-05 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15864",\N,"",\N,"装修还差点钱付尾款大家支持","19000","
          已满标",\N,"35天","0.071",\N,"",\N,"2015-08-04 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15865",\N,"",\N,"众筹代收保证","11350","
          已满标",\N,"30天","0.08",\N,"",\N,"2015-08-04 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15866",\N,"2015-08-03 15:49:55 ",\N,"信用卡还款周转","10000","
          已满标",\N,"30天","0.09",\N,"",\N,"2015-08-04 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15867",\N,"",\N,"苏打水站内循环标(6)","30000","
          已满标",\N,"28天","0.065",\N,"",\N,"2015-08-03 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15868",\N,"2015-08-02 10:51:43 ",\N,"苏打水净值入股标第二期(5)","20000","
          已满标",\N,"25天","0.065",\N,"",\N,"2015-08-02 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15869",\N,"",\N,"苏打水站内循环标(5)","30000","
          已满标",\N,"30天","0.068",\N,"",\N,"2015-08-01 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15870",\N,"2015-07-31 14:28:13 ",\N,"工程项目急用钱","300000","
          已满标",\N,"15天","0.10",\N,"",\N,"2015-08-01 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15871",\N,"",\N,"苏打水净值入股标第二期(4)","20000","
          已满标",\N,"25天","0.065",\N,"",\N,"2015-08-01 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15872",\N,"",\N,"净值测试 勿投","2500","
          已满标",\N,"2天","0.09",\N,"",\N,"2015-08-01 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15873",\N,"",\N,"平台测试（勿投）","5000","
          已满标",\N,"20天","0.08",\N,"",\N,"2015-08-01 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15874",\N,"",\N,"净值测试（勿投）！","8000","
          已满标",\N,"20天","0.06",\N,"",\N,"2015-08-01 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15875",\N,"",\N,"净值标测试（勿投）","8000","
          已满标",\N,"18天","0.08",\N,"",\N,"2015-08-01 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15876",\N,"",\N,"净值测试 勿投","10000","
          已满标",\N,"2天","0.09",\N,"",\N,"2015-08-01 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15877",\N,"2015-07-31 11:24:32 ",\N,"平台测试标 勿投！！！","100000","
          已满标",\N,"1个月","18.00",\N,"",\N,"2015-08-10 23:59:59","按月付息到期还本 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15878",\N,"2015-07-31 15:58:36 ",\N,"过卡应急周转下","20000","
          已满标",\N,"15天","0.07",\N,"",\N,"2015-07-31 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15879",\N,"2015-07-31 09:53:34 ",\N,"萨隆巴斯，信誉AAAAA","20000","
          已满标",\N,"25天","0.08",\N,"",\N,"2015-08-01 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15880",\N,"",\N,"pilotlv入股标","14000","
          已满标",\N,"31天","0.06",\N,"",\N,"2015-07-31 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15881",\N,"2015-07-29 12:54:11 ",\N,"pilotlv入股标","15000","
          已满标",\N,"30天","0.06",\N,"",\N,"2015-07-30 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15882",\N,"",\N,"苏打水净值入股标第二期(3)","20000","
          已满标",\N,"20天","0.06",\N,"",\N,"2015-07-29 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15883",\N,"2015-07-28 17:12:51 ",\N,"苏打水净值入股标第二期(2)","20000","
          已满标",\N,"25天","0.065",\N,"",\N,"2015-07-29 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15884",\N,"",\N,"苏打水净值入股标第二期(1)","20000","
          已满标",\N,"20天","0.07",\N,"",\N,"2015-07-28 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15885",\N,"",\N,"短期周转不到一个月","5000","
          已满标",\N,"30天","0.08",\N,"",\N,"2015-07-28 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15886",\N,"2015-07-27 11:33:04 ",\N,"短期周转","10000","
          已满标",\N,"30天","0.09",\N,"",\N,"2015-07-28 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15887",\N,"2015-07-26 16:01:39 ",\N,"苏打水净值入股标(10)","30000","
          已满标",\N,"30天","0.08",\N,"",\N,"2015-07-27 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15888",\N,"2015-07-25 22:59:00 ",\N,"WEGF-A-07沃恩股份现金入股标第七标 投标即奖励","1000000","
          已满标",\N,"12天","0.00",\N,"",\N,"2015-08-04 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15889",\N,"2015-07-25 16:18:38 ",\N,"根据大家的建议，改小额短期净值短标，大家支持一下！","50000","
          已满标",\N,"15天","0.07",\N,"",\N,"2015-07-26 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15890",\N,"",\N,"苏打水站内循环标(4)","8500","
          已满标",\N,"20天","0.07",\N,"",\N,"2015-07-26 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15891",\N,"",\N,"苏打水站内循环标(3)(定向)","26550","
          已满标",\N,"13天","0.07",\N,"",\N,"2015-07-26 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15892",\N,"",\N,"苏打水站内循环标(2)","10000","
          已满标",\N,"16天","0.07",\N,"",\N,"2015-07-26 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15893",\N,"2015-07-25 11:45:51 ",\N,"苏打水站内循环贷","30000","
          已满标",\N,"14天","0.07",\N,"",\N,"2015-07-26 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15894",\N,"2015-07-24 17:50:30 ",\N,"WEGF-A-06沃恩股份现金入股标第六标 投标即奖励","1000000","
          已满标",\N,"13天","0.00",\N,"",\N,"2015-08-03 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15895",\N,"",\N,"高息福利标","5000","
          已满标",\N,"30天","0.08",\N,"",\N,"2015-07-25 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15896",\N,"",\N,"高息福利标","5000","
          已满标",\N,"30天","0.10",\N,"",\N,"2015-07-25 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15897",\N,"2015-07-23 17:09:51 ",\N,"pilotlv","15000","
          已满标",\N,"23天","0.08",\N,"",\N,"2015-07-24 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15898",\N,"",\N,"入股借款","30000","
          已满标",\N,"30天","0.10",\N,"",\N,"2015-07-24 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15899",\N,"2015-07-22 19:51:35 ",\N,"WEGF-A-05沃恩股份现金入股标第五标 投标即奖励","1000000","
          已满标",\N,"15天","0.00",\N,"",\N,"2015-08-01 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15900",\N,"",\N,"高息福利标","20000","
          已满标",\N,"30天","0.10",\N,"",\N,"2015-07-23 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15901",\N,"",\N,"苏打水净值入股标(6-2)(定向)","15000","
          已满标",\N,"20天","0.08",\N,"",\N,"2015-07-23 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15902",\N,"2015-07-21 11:51:52 ",\N,"pilotlv周转、入股标（一）","25000","
          已满标",\N,"21天","0.08",\N,"",\N,"2015-07-22 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15903",\N,"2015-07-22 16:48:41 ",\N,"苏打水净值入股标(5)","30000","
          已满标",\N,"20天","0.07",\N,"",\N,"2015-07-22 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15904",\N,"2015-07-21 11:06:13 ",\N,"急用钱，短期周转借款","20000","
          已满标",\N,"25天","0.10",\N,"",\N,"2015-07-22 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15905",\N,"2015-07-21 11:54:55 ",\N,"WEGF-A-04沃恩股份现金入股标第四标 投标即奖励","1000000","
          已满标",\N,"17天","0.00",\N,"",\N,"2015-07-30 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15906",\N,"",\N,"苏打水净值入股标(3)","30000","
          已满标",\N,"25天","0.10",\N,"",\N,"2015-07-21 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15907",\N,"",\N,"苏打水净值入股标(2)","30000","
          已满标",\N,"25天","0.10",\N,"",\N,"2015-07-21 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15908",\N,"2015-07-20 16:01:19 ",\N,"苏打水净值入股标","30000","
          已满标",\N,"25天","0.10",\N,"",\N,"2015-07-21 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15909",\N,"2015-07-20 15:21:38 ",\N,"小沈借款进行时","50000","
          已满标",\N,"20天","0.12",\N,"",\N,"2015-07-21 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15910",\N,"2015-07-20 15:39:36 ",\N,"短期周转，谢谢支持！","20000","
          已满标",\N,"20天","0.10",\N,"",\N,"2015-07-18 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15911",\N,"",\N,"高息福利标","20000","
          已满标",\N,"30天","0.10",\N,"",\N,"2015-07-21 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15912",\N,"2015-07-17 15:42:52 ",\N,"急用钱，短期周转借款","20000","
          已满标",\N,"20天","0.10",\N,"",\N,"2015-07-18 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15913",\N,"2015-07-16 14:31:10 ",\N,"WEGF-A-03沃恩股份现金入股标第三标 投标即奖励","1000000","
          已满标",\N,"21天","0.00",\N,"",\N,"2015-07-26 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15914",\N,"2015-07-16 19:14:27 ",\N,"高息福利标","50000","
          已满标",\N,"30天","0.10",\N,"",\N,"2015-07-16 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15915",\N,"2015-07-15 15:00:34 ",\N,"WEGF-A-02沃恩股份现金入股标第二标 投标即奖励","1000000","
          已满标",\N,"22天","0.00",\N,"",\N,"2015-07-25 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15916",\N,"2015-07-15 12:00:46 ",\N,"WEGF-A-01沃恩股份现金入股标第一标 投标即奖励","1000000","
          已满标",\N,"22天","0.00",\N,"",\N,"2015-07-25 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15917",\N,"",\N,"临时周转，你懂的","5300","
          已满标",\N,"30天","0.10",\N,"",\N,"2015-07-12 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15918",\N,"2015-07-13 13:31:12 ",\N,"短期周转","4200","
          已满标",\N,"30天","0.10",\N,"",\N,"2015-07-13 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15919",\N,"2015-07-10 16:06:22 ",\N,"T00502X-1众筹项目N001ZC 工程用款（线下充值）","500000","
          已满标",\N,"10天","0.13",\N,"",\N,"2015-07-20 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15920",\N,"",\N,"净值贷","17550","
          已满标",\N,"30天","0.10",\N,"",\N,"2015-07-09 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15921",\N,"",\N,"净值标测试（勿投）","3000","
          已满标",\N,"5天","0.10",\N,"",\N,"2015-07-09 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15922",\N,"",\N,"测试","10000","
          已满标",\N,"46天","0.13",\N,"",\N,"2015-07-17 23:59:59","到期还本息 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15923",\N,"2015-07-02 12:32:08 ",\N,"Y00483D-7短期周转第7期续借标","100000","
          已满标",\N,"3个月","18.00",\N,"借款人万先生此次借款人民币130万元，用",\N,"2015-07-11 23:59:59","按月付息到期还本 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15924",\N,"",\N,"Y00501D-4短期周转第4期","100000","
          已满标",\N,"1个月","18.00",\N,"借款人朱小姐为我平台优质客户，此前于我平",\N,"2015-07-11 23:59:59","按月付息到期还本 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15925",\N,"",\N,"Y00501D-3短期周转第3期","100000","
          已满标",\N,"1个月","18.00",\N,"借款人朱小姐为我平台优质客户，此前于我平",\N,"2015-07-11 23:59:59","按月付息到期还本 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15926",\N,"",\N,"Y00501D-2短期周转第2期","100000","
          已满标",\N,"1个月","18.00",\N,"借款人朱小姐为我平台优质客户，此前于我平",\N,"2015-07-10 23:59:59","按月付息到期还本 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15927",\N,"2015-07-01 13:05:35 ",\N,"Y00483D-6短期周转第6期续借标","100000","
          已满标",\N,"3个月","18.00",\N,"借款人万先生此次借款人民币130万元，用",\N,"2015-07-10 23:59:59","按月付息到期还本 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15928",\N,"2015-06-30 13:53:54 ",\N,"Y00501D-1短期周转第1期","100000","
          已满标",\N,"1个月","18.00",\N,"借款人朱小姐为我平台优质客户，此前于我平",\N,"2015-07-10 23:59:59","按月付息到期还本 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15929",\N,"2015-06-28 23:54:18 ",\N,"Y00500D-6第6期续借标","100000","
          已满标",\N,"1个月","18.00",\N,"借款人林先生截止目前银行个人征信良好，为",\N,"2015-07-08 23:59:59","按月付息到期还本 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15930",\N,"2015-06-28 10:02:09 ",\N,"Y00500D-5第5期续借标","100000","
          已满标",\N,"1个月","18.00",\N,"借款人林先生截止目前银行个人征信良好，为",\N,"2015-07-08 23:59:59","按月付息到期还本 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15931",\N,"",\N,"aaa","1900","
          已满标",\N,"1个月","10.00",\N,"",\N,"2015-07-07 23:59:59","按月付息到期还本 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15932",\N,"2015-06-27 14:25:29 ",\N,"Y00500D-4第4期续借标","100000","
          已满标",\N,"1个月","18.00",\N,"借款人林先生截止目前银行个人征信良好，为",\N,"2015-07-07 23:59:59","按月付息到期还本 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15933",\N,"2015-06-27 10:31:34 ",\N,"Y00500D-3第3期续借标","100000","
          已满标",\N,"1个月","18.00",\N,"借款人林先生截止目前银行个人征信良好，为",\N,"2015-07-07 23:59:59","按月付息到期还本 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15934",\N,"",\N,"Y00500D-2第2期续借标","100000","
          已满标",\N,"1个月","18.00",\N,"借款人林先生截止目前银行个人征信良好，为",\N,"2015-07-06 23:59:59","按月付息到期还本 ",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
