"17090","2015-02-05 09:59:49",\N,\N,"借款编号：#713
500万陵园公墓借款标（到期续贷十期），利率20.40%","100000.00",\N,"借款人为湖南怀化人，经营了一家陵园开发有限公司，现因需要资金用于第一期项目的剩余建设，故此，向平台33借款500万元，借款期限6个月。","3个月","20.40",\N,\N,\N,\N,"按月付息到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"17091","2015-02-04 10:01:21",\N,\N,"借款编号：#712
500万陵园公墓借款标（到期续贷九期），利率20.40%","100000.00",\N,"借款人为湖南怀化人，经营了一家陵园开发有限公司，现因需要资金用于第一期项目的剩余建设，故此，向平台33借款500万元，借款期限6个月。","3个月","20.40",\N,\N,\N,\N,"按月付息到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"17092","2015-02-03 09:59:52",\N,\N,"借款编号：#711
500万陵园公墓借款标（到期续贷八期），利率20.40%","100000.00",\N,"借款人为湖南怀化人，经营了一家陵园开发有限公司，现因需要资金用于第一期项目的剩余建设，故此，向平台33借款500万元，借款期限6个月。","3个月","20.40",\N,\N,\N,\N,"按月付息到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"17093","2015-02-02 09:59:57",\N,\N,"借款编号：#710
500万陵园公墓借款标（到期续贷七期），利率20.40%","100000.00",\N,"借款人为湖南怀化人，经营了一家陵园开发有限公司，现因需要资金用于第一期项目的剩余建设，故此，向平台33借款500万元，借款期限6个月。","3个月","20.40",\N,\N,\N,\N,"按月付息到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"17094","2015-01-30 11:09:10",\N,\N,"借款编号：#709
（定向标）500万陵园公墓借款标（到期续贷六期），利率20.40%","100000.00",\N,"借款人为湖南怀化人，经营了一家陵园开发有限公司，现因需要资金用于第一期项目的剩余建设，故此，向平台33借款500万元，借款期限6个月。","3个月","20.40",\N,\N,\N,\N,"按月付息到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"17095","2015-01-30 10:00:12",\N,\N,"借款编号：#708
500万陵园公墓借款标（到期续贷五期），利率20.40%","100000.00",\N,"借款人为湖南怀化人，经营了一家陵园开发有限公司，现因需要资金用于第一期项目的剩余建设，故此，向平台33借款500万元，借款期限6个月。","3个月","20.40",\N,\N,\N,\N,"按月付息到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"17096","2015-01-29 09:59:50",\N,\N,"借款编号：#707
500万陵园公墓借款标（到期续贷四期），利率20.40%","100000.00",\N,"借款人为湖南怀化人，经营了一家陵园开发有限公司，现因需要资金用于第一期项目的剩余建设，故此，向平台33借款500万元，借款期限6个月。","3个月","20.40",\N,\N,\N,\N,"按月付息到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"17097","2015-01-28 11:55:37",\N,\N,"借款编号：#706
（定向标）500万陵园公墓借款标（到期续贷三期），利率20.40%","200000.00",\N,"借款人为湖南怀化人，经营了一家陵园开发有限公司，现因需要资金用于第一期项目的剩余建设，故此，向平台33借款500万元，借款期限6个月。","3个月","20.40",\N,\N,\N,\N,"按月付息到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"17098","2015-01-28 10:00:07",\N,\N,"借款编号：#705
500万陵园公墓借款标（到期续贷二期），利率20.40%","100000.00",\N,"借款人为湖南怀化人，经营了一家陵园开发有限公司，现因需要资金用于第一期项目的剩余建设，故此，向平台33借款500万元，借款期限6个月。","3个月","20.40",\N,\N,\N,\N,"按月付息到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
"17099","2015-01-27 10:00:00",\N,\N,"借款编号：#703
500万陵园公墓借款标（到期续贷一期），利率20.40%","100000.00",\N,"","3个月","20.40",\N,\N,\N,\N,"按月付息到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"无",\N
