"1",\N,\N,\N,"平台21信用提现标（六十）","400000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-31 10:11:30","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"2",\N,\N,\N,"平台21信用提现标（五十九）","1000000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-30 13:30:08","还款方式：
                   按月分期",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"3",\N,\N,\N,"平台21信用提现标（五十八）","1000000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-29 14:02:03","还款方式：
                   按月分期",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"4",\N,\N,\N,"平台21信用提现标（五十七）","1000000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-28 10:07:52","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"5",\N,\N,\N,"平台21信用提现标（五十六）","1000000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-27 10:02:25","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"6",\N,\N,\N,"平台21信用提现标（五十五）","900000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-26 09:55:15","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"7",\N,\N,\N,"平台21信用提现标（五十四）","900000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-25 09:52:40","还款方式：
                   按月分期",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"8",\N,\N,\N,"平台21信用提现标（五十三）","500000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-24 09:52:38","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"9",\N,\N,\N,"平台21信用提现标（五十二）","1000000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-23 09:55:15","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"10",\N,\N,\N,"平台21信用提现标（五十一）","1000000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-22 09:55:28","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"11",\N,\N,\N,"平台21信用提现标（五十）","600000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-21 09:53:12","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"12",\N,\N,\N,"平台21信用提现标（四十九）","800000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-20 09:57:25","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"13",\N,\N,\N,"平台21信用提现标（四十八）","750000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-19 09:51:43","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"14",\N,\N,\N,"平台21信用提现标（四十七）","800000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-18 09:54:03","还款方式：
                   按月分期",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"15",\N,\N,\N,"平台21信用提现标（四十六）","700000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-17 09:54:48","还款方式：
                   按月分期",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"16",\N,\N,\N,"平台21信用提现标（四十五）","700000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-16 09:52:37","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"17",\N,\N,\N,"平台21信用提现标（四十四）","800000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-15 09:55:35","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"18",\N,\N,\N,"平台21信用提现标（四十三）","700000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-14 09:54:41","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"19",\N,\N,\N,"平台21信用提现标（四十二）","700000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-13 09:53:57","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"20",\N,\N,\N,"平台21信用提现标（四十一）","650000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-12 09:54:45","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"21",\N,\N,\N,"平台21信用提现标（四十）","1000000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-11 10:26:30","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"22",\N,\N,\N,"平台21信用提现标（三十九）","800000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-10 10:57:20","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"23",\N,\N,\N,"平台21信用提现标（三十八）","700000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-09 10:01:04","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"24",\N,\N,\N,"平台21信用提现标（三十七）","400000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-08 11:40:32","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"25",\N,\N,\N,"平台21信用提现标（三十六）","686802","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-07 15:02:25","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"26",\N,\N,\N,"平台21信用提现标（三十五）","795571","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-06 15:23:24","还款方式：
                   按月分期",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"27",\N,\N,\N,"平台21信用提现标（三十四）","730242","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-05 15:15:19","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"28",\N,\N,\N,"平台21信用提现标（三十三）","650000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-04 12:12:12","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"29",\N,\N,\N,"平台21信用提现标（三十二）","620576","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-03 15:04:48","还款方式：
                   按月分期",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"30",\N,\N,\N,"平台21信用提现标（三十一）","42457","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-02 15:49:27","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"31",\N,\N,\N,"平台21信用提现标（三十）","170000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2015-01-01 15:00:03","还款方式：
                   按月分期",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"32",\N,\N,\N,"平台21信用提现标（二十九）","90000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-31 13:17:49","还款方式：
                   按月分期",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"33",\N,\N,\N,"平台21信用提现标（二十八）","721959","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-30 15:22:47","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"34",\N,\N,\N,"平台21信用提现标（二十七）","451573","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-29 15:03:45","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"35",\N,\N,\N,"平台21信用提现标（二十六）","735833","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-28 15:10:44","还款方式：
                   按月分期",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"36",\N,\N,\N,"平台21信用提现标（二十五）","740000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-27 11:16:36","还款方式：
                   按月分期",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"37",\N,\N,\N,"平台21信用提现标（二十四）","600000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-26 14:51:40","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"38",\N,\N,\N,"平台21信用提现标（二十三）","610000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-25 10:19:22","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"39",\N,\N,\N,"平台21信用提现标（二十二）","167644","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-24 15:23:44","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"40",\N,\N,\N,"平台21信用提现标（二十一）","506006","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-23 15:23:15","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"41",\N,\N,\N,"平台21信用提现标（二十）","620685","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-22 15:13:42","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"42",\N,\N,\N,"平台21信用提现标（十九）","336615","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-21 15:04:32","还款方式：
                   按月分期",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"43",\N,\N,\N,"平台21信用提现标（十八）","742640","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-20 15:05:00","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"44",\N,\N,\N,"平台21信用提现标（十七）","576898","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-19 15:07:31","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"45",\N,\N,\N,"平台21信用提现标（十六）","620000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-18 12:06:23","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"46",\N,\N,\N,"平台21信用提现标（十五）","420000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-17 11:27:18","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"47",\N,\N,\N,"平台21信用提现标（十四）","415642","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-16 15:20:36","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"48",\N,\N,\N,"平台21信用提现标（十三）","600000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-15 13:40:21","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"49",\N,\N,\N,"平台21信用提现标（十二）","435602","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-14 15:11:06","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"50",\N,\N,\N,"平台21信用提现标（十一）","500000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-13 12:54:18","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"51",\N,\N,\N,"平台21信用提现标（十）","419475","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-12 15:01:36","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52",\N,\N,\N,"平台21信用提现标（九）","649670","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-11 15:03:56","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"53",\N,\N,\N,"平台21信用提现标（八）","468197","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-10 15:01:55","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"54",\N,\N,\N,"平台21信用提现标（七）","537414","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-09 16:04:59","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"55",\N,\N,\N,"平台21信用提现标（六）","350000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-08 11:57:04","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"56",\N,\N,\N,"平台21信用提现标（五）","684775","还款中",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-07 08:00:00","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"57",\N,\N,\N,"平台21信用提现标（四）","592070","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-06 16:08:28","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"58",\N,\N,\N,"平台21信用提现标（三）","550000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-05 12:41:28","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"59",\N,\N,\N,"平台21信用提现标（二）","500000","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-04 14:19:16","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"60",\N,\N,\N,"平台21信用提现标（一）","739634","已还完",\N,"借款期限：1个月","10.00",\N,\N,\N,"审核时间：2014-12-03 17:18:54","还款方式：
                                               到期还本按月付息",\N,"女","45岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"61",\N,\N,\N,"车辆质押，资金周转（1840）_1","100000","已还完",\N,"借款期限：1个月","18.00",\N,\N,\N,"审核时间：2014-12-01 11:34:24","还款方式：
                                               到期还本按月付息",\N,"男","51岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
"62",\N,\N,\N,"股权质押，资金周转（1839）_3 约","100000","还款中",\N,"借款期限：6个月","21.60",\N,\N,\N,"审核时间：2014-12-01 10:26:54","还款方式：
                                               到期还本按月付息",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,\N,\N
