"174706","发布日期：2015-08-09",\N,\N,"【微商宝】公司生意贷款LDDB20150086","300000",\N,"","3个月","13.00",\N,\N,"湖北华融嘉和投资担保有限责任公司",\N,"还款方式：每月还息到期还本","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"174707","发布日期：2015-08-08",\N,\N,"【乐享宝】公司生意贷款LDDB20150085","350000",\N,"借款说明：借款人为湖北某实业股份有限公司法人吴某，该公司1997年9月4日，注册地址和经营地址为襄阳市襄城区某路，注册资本和实收资本为1000万元，经营范围为：棉纱、坯布、色布、服装、纸管的生产、销售；纺织品印染加工；普通机械加工；棉花收购。经调查：通过查看企业电脑纳税系统2015年1-2月纳税申报表显示的销项税额为102万元、251万元，可见企业经营及纳税情况正常。据现场核实2014年1-12月增值税开票系统显示的销售额为13100万元，开票占比80%，由此估测2014年实现销售收入16375万元；2015年1-3月开票系统显示的销售额为4794万元，由此估测2015年将实现的销售收入为19176万元。由此分析，该公司的销售收入及经营利润较为可观。本年度该公司引进先进生产设备。目前尚缺乏部分资金。故向平台39申请35万元担保贷款，为期1个月。湖北某实业股份有限公司法人吴某，愿意将名下的房产抵押到平台39合作的担保公司作为反担保措施。吴某计划用企业经营所产生的销售收入来偿还贷款本息。风险控制措施： 由湖北华融嘉和投资担保有限公司提供100%本息担保。本次提供的反担保措施为： 1、湖北某实业股份有限公司提供单位最高额保证反担保。 2、湖北某实业股份有限公司全体股东提供最高额个人保证反担保。3、湖北某实业股份有限公司法人吴某，愿意将名下的房产抵押给湖北华融嘉和投资担保有限公司，作为反担保措施。平台39独立意见：1、平台39风控小组对借款客户进行了全面了解，通过与实际控制人沟通及实地考察，认为借款人经营实力较强，第一还款来源有保证。2、实际控制人非常重视个人信用，个人资产状况良好，违约成本较高，信用风险较小。3、湖北华融嘉和投资担保有限公司对企业较为了解，对反担保物的资产处置能力较强。4、本次拟融资35万元，期限1个月，借款用途真实、合理，符合借款人的资金需求。  ","1个月","12.00",\N,\N,"湖北华融嘉和投资担保有限责任公司",\N,"还款方式：每月还息到期还本","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"174708","发布日期：2015-08-07",\N,\N,"乐贷宝理财计划B","50000",\N,"   自平台39上线运营以来，得到了社会各界朋友关怀及广大投资人的支持与信任，随着平台39自身平台建设的加强，平台公信力和影响力进一步加大，大量新用户涌入我们的平台，对于广大新老用户给予的信赖和支持在此表示衷心的感谢!随着年末平台用户投资热情的不断高涨，为了促使用户在了解平台投资流程的同时提高用户投资体验，享受平台投资理财服务和财富增值机会，平台39推出“乐贷宝理财”产品，期限15天，让您轻松投标，坐享收益!【活动规则】1、平台39投资用户均可参与【乐贷宝】理财计划；2、乐贷宝100元起投，不限次数；3、乐贷宝还款方式为：到期一次性还本付息；4、此活动不与网站其他活动同享；5、投资乐贷宝理财标的不可使用平台39的红包 。【温馨提示】1、如有疑问请拨打客服咨询热线400-8888-277或联系在线客服；2、本活动解释权归平台39所有 ；","15天","8.50",\N,\N,"",\N,"还款方式：按天到期还款","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"174709","发布日期：2015-08-06",\N,\N,"VIP定制标","100000",\N,"   借款说明：借款人为南漳县某蔬菜种植专业合作社法人汤某，该合作社成立于2010年10月15日，注册地址和经营地址为南漳县某镇某街道，注册资本和实收资本为500万元，经营范围为：组织采购、供应成员所需蔬菜种子、农药、肥料；组织采购、销售成员种植的蔬菜；引进新技术、新品种，开展技术培训、技术交流服务。经调查：该合作社2015年上季种植西红柿200亩，青椒200亩，苦瓜70亩，丝瓜80亩，黄瓜50亩，四季豆70亩，豇豆70亩，甜玉米10亩，留了部分大棚将近50亩用于下季种草莓。预计本季实现收入784万元，利润118万元左右。由此分析，该合作社的销售收入及经营利润较为可观。本年度该合作社准备扩建大棚，引入新的蔬菜瓜果品种，目前尚缺乏部分资金。故向平台39申请10万元担保贷款，为期6个月。南漳县某蔬菜种植专业合作社法人汤某，愿意将名下的土地证质押到平台39合作的担保公司作为反担保措施，汤某计划用企业经营所产生的销售收入来偿还贷款本息。风险控制措施： 由湖北华融嘉和投资担保有限公司提供100%本息担保。本次提供的反担保措施为： 1、南漳县某蔬菜种植专业合作社提供单位最高额保证反担保。 2、南漳县某蔬菜种植专业合作社全体股东提供最高额个人保证反担保。3、南漳县某蔬菜种植专业合作社法人汤某，愿意将名下的土地证质押给湖北华融嘉和投资担保有限公司，作为反担保措施。平台39独立意见：1、平台39风控小组对借款客户进行了全面了解，通过与实际控制人沟通及实地考察，认为借款人经营实力较强，第一还款来源有保证。2、实际控制人非常重视个人信用，个人资产状况良好，违约成本较高，信用风险较小。3、湖北华融嘉和投资担保有限公司对企业较为了解，对反担保物的资产处置能力较强。4、本次拟融资10万元，期限6个月，借款用途真实、合理，符合借款人的资金需求。","6个月","14.40",\N,\N,"湖北华融嘉和投资担保有限责任公司",\N,"还款方式：每月还息到期还本","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"174710","发布日期：2015-08-06",\N,\N,"【乐享宝】公司生意贷款LDDB20150084","350000",\N,"   借款说明：借款人为枣阳市某化工有限公司，该公司2002年9月10日，注册地址和经营地址为枣阳市某路，注册资本和实收资本为5000万元，经营范围为：生产销售三聚氯氰、工业氰化钠；货物及技术进出口、化工产品（不含危险化学品）销售。经调查：该公司提供的2014年11月-2015年1月纳税凭证显示纳税额分别为300144.56元、211905元、302606.08元，可见企业在正常纳税。 通过核实企业2013年1-12月、2014年1-12月、2015年1-2月增值税开票系统显示的销售总额分别为7627万元，2706万元、789万元，据公司实际控制人介绍开票占比50%左右，由此估测2015年实现的销售总额为5412万元。由此分析，该公司的销售收入及经营利润较为可观。本年度该公司储备原料扩大生产。目前尚缺乏部分资金，故向平台39申请35万元担保贷款，为期1个月。枣阳市某化工有限公司愿意将名下的房产，抵押到平台39合作的担保公司作为反担保措施。该公司计划用企业经营所产生的销售收入来偿还贷款本息。风险控制措施： 由湖北华融嘉和投资担保有限公司提供100%本息担保。本次提供的反担保措施为： 1、枣阳市某化工有限公司提供单位最高额保证反担保。 2、枣阳市某化工有限公司全体股东提供最高额个人保证反担保。3、枣阳市某化工有限公司愿意将名下的房产，抵押给湖北华融嘉和投资担保有限公司作为反担保措施。平台39独立意见：1、平台39风控小组对借款客户进行了全面了解，通过与实际控制人沟通及实地考察，认为借款人经营实力较强，第一还款来源有保证。2、实际控制人非常重视个人信用，个人资产状况良好，违约成本较高，信用风险较小。3、湖北华融嘉和投资担保有限公司对企业较为了解，对反担保物的资产处置能力较强。4、本次拟融资35万元，期限1个月，借款用途真实、合理，符合借款人的资金需求。","1个月","12.00",\N,\N,"湖北华融嘉和投资担保有限责任公司",\N,"还款方式：每月还息到期还本","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"174711","发布日期：2015-08-05",\N,\N,"【微商宝】个人生意贷款LDDB20150083","200000",\N,"   借款说明：借款人为南漳县某茶叶有限责任公司法人胡某，该企业成立于2008年5月，主要种植茶叶，进行茶叶销售。目前其关联企业已生态蔬菜及土鸡蛋销售为主，企业目前大棚蔬菜占地358亩。后期主要以茶园、反季节蔬菜、土鸡蛋为主，以生态农庄为载体，积极发展周边农户，成立专业合作社，开发生态农业。目前企业茶园已有100亩土地培育种植新品种，以适应市场消费者的需求，更新老茶树，提高产量。目前企业名下的拥有土鸡专业合作社和蔬菜专业合作社，企业对合作社成员提供技术支持，对符合自己养殖标准的客户进行回购。通过查看2014全年的销售收入和2013年销售收入对比，2014年较2013年增长了5%.由此可以推断该企业2015年销售收入会稳步提高，综合分析该企业运营状况和销售比较乐观，本年度该企业为了实现生产多样化，准备扩建大棚，目前尚缺乏部分资金。故向平台39申请20万担保贷款，为期3个月，南漳县某茶叶有限责任公司法人胡某，愿意将名下的房产抵押到平台39合作的担保公司作为反担保措施。该公司计划用企业经营所产生的销售收入来偿还贷款本息。","3个月","13.00",\N,\N,"湖北华融嘉和投资担保有限责任公司",\N,"还款方式：每月还息到期还本","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"174712","发布日期：2015-08-05",\N,\N,"【乐享宝】个人生意贷款LDDB20150082","300000",\N,"   项目说明：借款人为襄阳市某粮油协会副会长文某，自2008年至今一直从事粮食收购工作。经营粮食行业多年，行业经验丰富，对市场洞察能力及应变能力较强，经营较为稳定，主要收购范围为小麦、玉米、大麦、花生、黄豆等农副产品。经调查，场查看了文某2014年销售流水账显示其2014年全年共销售小麦、玉米等作物1000万斤，其账面反映2014年小麦价格在1.1元/斤-1.25之间，玉米价格在1.1元/斤左右，以均价1.1元/斤进行核算，其2014年全年销售收入共计1100万元，按照粮食行业5%的利润率测算，借款人2014年共获利55万元。经营状况较好。借款人此次借款主要是用于补充流动资金，因粮食等作物收购季节的到来，需要大量资金来收购小麦、大麦等农副产品，故想通过平台39融资30万作为资金周转，为期1个月，襄阳市某粮油协会副会长文某愿意将名下的房产抵押到平台39合作的担保公司作为反担保措施，文某计划用其销售收入及经营利润来偿还本次贷款本息。风险控制措施：由湖北华融嘉和投资担保有限公司提供100%本息担保。本次提供的反担保措施为： 1、襄阳市某粮油协会副会长文某提供单位最高额保证反担保。 2、襄阳市某粮油协会副会长文某以自然人名义提供最高额个人保证反担保。3、襄阳市某粮油协会副会长文某愿意将名下的房产抵押到湖北华融嘉和投资担保有限公司，作为反担保措施。平台39独立意见：1、平台39风控小组对借款客户进行了全面了解，通过与实际控制人沟通及实地考察，认为借款人经营实力较强，第一还款来源有保证。2、实际控制人非常重视个人信用，个人资产状况良好，违约成本较高，信用风险较小。3、湖北华融嘉和投资担保有限公司对企业较为了解，对反担保物的资产处置能力较强。4、本次拟融资30万元，期限1个月，借款用途真实、合理，符合借款人的资金需求 。","1个月","12.00",\N,\N,"湖北华融嘉和投资担保有限责任公司",\N,"还款方式：每月还息到期还本","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"174713","发布日期：2015-08-05",\N,\N,"乐贷宝理财计划B","50000",\N,"   自平台39上线运营以来，得到了社会各界朋友关怀及广大投资人的支持与信任，随着平台39自身平台建设的加强，平台公信力和影响力进一步加大，大量新用户涌入我们的平台，对于广大新老用户给予的信赖和支持在此表示衷心的感谢!随着年末平台用户投资热情的不断高涨，为了促使用户在了解平台投资流程的同时提高用户投资体验，享受平台投资理财服务和财富增值机会，平台39推出“乐贷宝理财”产品，期限15天，让您轻松投标，坐享收益!【活动规则】1、平台39投资用户均可参与【乐贷宝】理财计划；2、乐贷宝100元起投，不限次数；3、乐贷宝还款方式为：到期一次性还本付息；4、此活动不与网站其他活动同享；5、投资乐贷宝理财标的不可使用平台39的红包 。【温馨提示】1、如有疑问请拨打客服咨询热线400-8888-277或联系在线客服；2、本活动解释权归平台39所有 ；","15天","8.50",\N,\N,"",\N,"还款方式：按天到期还款","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"174714","发布日期：2015-08-04",\N,\N,"【乐享宝】公司生意贷款LDDB20150081","300000",\N,"   借款说明：借款人为湖北某粮油制品有限公司，该公司成立于2007年4月，注册资本1600万元整，经营范围为：小麦粉生产、销售。经调查：该企业2014年资产总额合计为1.45亿元，负债总额为5650万元，资产负债率为39%。企业资产负债率较为合理，偿债能力较强。企业2014年销售收入合计为1.78亿元，销售利润率为5.84%，企业盈利状况良好。公司目前销售收入主要来源于小麦加工、销售，通过核实该公司10-12月分货运单据，发出面粉960吨，共计288万元，月销售96万元。通过抽查该公司10-12月份记账凭证周边月均销售152万元，确定月销售额为248万元，由此推测的2014年销售收入为2976万元。由此分析，该公司的销售收入及经营利润较为可观。本季度该公司准备收购一批物料。目前尚缺乏部分资金。故向平台39申请30万元担保贷款，为期1个月。湖北某粮油制品有限公司法人沈某，愿意将名下的房产抵押到平台39合作的担保公司作为反担保措施。该公司计划用企业经营所产生的销售收入来偿还贷款本息。风险控制措施： 由湖北华融嘉和投资担保有限公司提供100%本息担保。本次提供的反担保措施为： 1、湖北某粮油制品有限公司提供单位最高额保证反担保。 2、湖北某粮油制品有限公司全体股东提供最高额个人保证反担保。3、湖北某粮油制品有限公司法人沈某，愿意将名下的房产抵押给湖北华融嘉和投资担保有限公司，作为反担保措施。平台39独立意见：1、平台39风控小组对借款客户进行了全面了解，通过与实际控制人沟通及实地考察，认为借款人经营实力较强，第一还款来源有保证。2、实际控制人非常重视个人信用，个人资产状况良好，违约成本较高，信用风险较小。3、湖北华融嘉和投资担保有限公司对企业较为了解，对反担保物的资产处置能力较强。4、本次拟融资30万元，期限1个月，借款用途真实、合理，符合借款人的资金需求。  ","1个月","12.00",\N,\N,"湖北华融嘉和投资担保有限责任公司",\N,"还款方式：每月还息到期还本","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"174715","发布日期：2015-08-04",\N,\N,"乐贷宝理财计划A","30000",\N,"   自平台39上线运营以来，得到了社会各界朋友关怀及广大投资人的支持与信任，随着平台39自身平台建设的加强，平台公信力和影响力进一步加大，大量新用户涌入我们的平台，对于广大新老用户给予的信赖和支持在此表示衷心的感谢!随着年末平台用户投资热情的不断高涨，为了促使用户在了解平台投资流程的同时提高用户投资体验，享受平台投资理财服务和财富增值机会，平台39推出“乐贷宝理财”产品，期限7天，让您轻松投标，坐享收益!【活动规则】1、平台39投资用户均可参与【乐贷宝】理财计划；2、乐贷宝100元起投，不限次数；3、乐贷宝还款方式为：到期一次性还本付息；4、此活动不与网站其他活动同享；5、投资乐贷宝理财标的不可使用平台39的红包 。【温馨提示】1、如有疑问请拨打客服咨询热线400-8888-277或联系在线客服；2、本活动解释权归平台39所有。","7天","7.50",\N,\N,"",\N,"还款方式：按天到期还款","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
