"26878","2015-07-13 05:11:22",\N,\N,"7.13一月标","200000","立即投标","金额20w   年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26879","2015-07-11 10:52:44",\N,\N,"7.11一月标","330701","还款中","金额50w    年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26880","2015-07-10 11:56:10",\N,\N,"7.10一月标","259367","还款中","金额30w    年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26881","2015-07-09 09:59:28",\N,\N,"7.9一月标","279622","还款中","金额45w      年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26882","2015-07-08 09:51:31",\N,\N,"7.8一月标","228845","还款中","金额25w   年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26883","2015-07-07 08:25:26",\N,\N,"7.7一月标","354","还款中","金额10w   年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26884","2015-07-06 08:47:42",\N,\N,"7.6一月标","359412","还款中","金额38w    年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26885","2015-07-04 09:51:27",\N,\N,"7月4日一月标","186896","还款中","金额45w   年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26886","2015-07-03 09:34:41",\N,\N,"7月3日一月标","100000","还款中","金额10w   年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26887","2015-07-02 10:08:56",\N,\N,"7.2一月标","91530","还款中","金额16w   年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26888","2015-07-01 09:59:04",\N,\N,"7.1一月标","28429","还款中","金额10w   年利率15%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26889","2015-06-30 09:38:47",\N,\N,"6.30一月标","259445","还款中","金额35w   年利率18","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26890","2015-06-29 09:32:34",\N,\N,"6.29一月标","245865","还款中","金额30w   年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26891","2015-06-27 09:33:13",\N,\N,"6.27一月标","386560","还款中","金额68w  年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26892","2015-06-25 09:45:43",\N,\N,"6.25一月信用标","298022","还款中","金额25w   年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26893","2015-06-24 09:02:45",\N,\N,"6.24一月信用标","103233","还款中","金额25w  年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26894","2015-06-23 09:36:43",\N,\N,"6.23 一月信用标","114708","还款中","金额380000   年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26895","2015-06-19 09:26:50",\N,\N,"6.19 一月信用标","211771","还款中","金额500000   年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26896","2015-06-18 09:36:50",\N,\N,"6.18 一月信用标","306566","还款中","金额400000   年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26897","2015-06-17 09:33:50",\N,\N,"6.17 一月信用标","150000","还款中","金额150000   年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26898","2015-06-16 09:37:36",\N,\N,"6.16 一月信用标","450000","还款中","金额450000   年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26899","2015-06-15 09:35:50",\N,\N,"6.15 一月信用标","300000","还款中","金额300000   年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26900","2015-06-13 09:43:38",\N,\N,"6.13一月信用标","200000","已还完","金额200000   年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26901","2015-06-12 09:33:20",\N,\N,"6.12 一月信用标","200000","已还完","金额200000   年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26902","2015-06-11 09:29:06",\N,\N,"6.11 一月信用标","300000","已还完","金额300000   年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26903","2015-06-10 09:26:28",\N,\N,"6.10 一月信用标","300000","已还完","金额300000  年利率18%","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26904","2015-06-09 09:52:25",\N,\N,"6.9 一月信用标","200000","已还完","一、基本情况描述：


	男，浙江台州人，1974年出生，户籍地址为浙江台州市，现经常居住于浙江台州。


	二、借款用途：


	短期周转  


	三、提供资料：


	身份证等


	四、外勤考察地方：


	对借款人的住所，单位，进行了实地征信，一切资料真实可靠！


	五、风控审核：


	风控部对借款人提供的资料及考察结果进行综合审核分析，借款人家庭状态良好，拥有良好的还款能力，给予授信额50万，本次借款20万","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26905","2015-06-09 09:42:50",\N,\N,"6.9 一月信用标","250000","已还完","一、基本情况描述：


	男，浙江台州人，1972年出生，户籍地址为浙江台州市，现经常居住于浙江台州。


	二、借款用途：


	短期周转  


	三、提供资料：


	身份证等


	四、外勤考察地方：


	对借款人的住所，单位，进行了实地征信，一切资料真实可靠！


	五、风控审核：


	风控部对借款人提供的资料及考察结果进行综合审核分析，借款人家庭状态良好，拥有良好的还款能力，给予授信额50万，本次借款25万","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26906","2015-06-08 09:39:23",\N,\N,"6.8 一月信用标","250000","已还完","一、基本情况描述：


	男，宁波宁海人，1975年出生，户籍地址为宁波宁海县，现经常居住于宁波宁海。


	二、借款用途：


	短期周转  


	三、提供资料：


	身份证等


	四、外勤考察地方：


	对借款人的住所，单位，进行了实地征信，一切资料真实可靠！


	五、风控审核：


	风控部对借款人提供的资料及考察结果进行综合审核分析，借款人家庭状态良好，拥有良好的还款能力，给予授信额50万，本次借款25万","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
"26907","2015-06-06 09:24:56",\N,\N,"6.6 一月信用标","360000","已还完","一、基本情况描述：


	男，浙江台州人，1975年出生，户籍地址为浙江台州市，现经常居住于浙江台州。


	二、借款用途：


	短期周转  


	三、提供资料：


	身份证等


	四、外勤考察地方：


	对借款人的住所，单位，进行了实地征信，一切资料真实可靠！


	五、风控审核：


	风控部对借款人提供的资料及考察结果进行综合审核分析，借款人家庭状态良好，拥有良好的还款能力，给予授信额50万，本次借款36万","1个月","18.00",\N,\N,\N,\N,"按月分期",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"没有奖励",\N
