"32869",\N,\N,\N,"约:不锈钢炉料借款标3-7","300000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-07-24 09:03:22","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32870",\N,\N,\N,"约:316L不锈钢管借款标6-5","300000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-07-24 08:17:47","还款方式：
					分期付息",\N,"男","37岁","本科","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32871",\N,\N,\N,"不锈钢炉料借款标3-6","200000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-07-23 10:05:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32872",\N,\N,\N,"双相钢锭质押借款标4-7","200000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-07-23 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32873",\N,\N,\N,"316L不锈钢管借款标6-4","200000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-07-22 10:10:00","还款方式：
					分期付息",\N,"男","37岁","本科","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32874",\N,\N,\N,"不锈钢炉料借款标3-5","300000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-07-22 10:05:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32875",\N,\N,\N,"双相钢锭质押借款标4-6","300000",\N,\N,"1个月","21.00",\N,\N,\N,"2014-07-22 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						0.6%",\N
"32876",\N,\N,\N,"不锈钢炉料借款标","1000000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-06-03 10:00:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32877",\N,\N,\N,"不锈钢炉料借款标","1000000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-06-01 10:00:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32878",\N,\N,\N,"304#钢锭质押借款标","1000000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-30 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32879",\N,\N,\N,"304#钢锭质押借款标","1000000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-29 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32880",\N,\N,\N,"304#钢锭质押借款标","500000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-27 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32881",\N,\N,\N,"304#钢锭质押借款标","500000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-26 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32882",\N,\N,\N,"不锈钢炉料借款标","1000000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-25 10:00:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32883",\N,\N,\N,"不锈钢炉料借款标","1000000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-24 10:00:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32884",\N,\N,\N,"不锈钢炉料借款标","1000000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-22 10:00:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32885",\N,\N,\N,"不锈钢炉料借款标","1000000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-21 10:00:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32886",\N,\N,\N,"不锈钢炉料借款标","1000000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-20 10:00:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32887",\N,\N,\N,"不锈钢炉料借款标","500000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-19 10:00:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32888",\N,\N,\N,"304#钢锭质押借款标","500000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-18 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32889",\N,\N,\N,"304#钢锭质押借款标","500000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-17 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32890",\N,\N,\N,"304#钢锭质押借款标","1000000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-16 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32891",\N,\N,\N,"304#钢锭质押借款标","500000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-15 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32892",\N,\N,\N,"不锈钢炉料借款标","1000000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-14 10:00:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32893",\N,\N,\N,"不锈钢炉料借款标","1000000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-13 10:00:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32894",\N,\N,\N,"不锈钢炉料借款标","500000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-12 10:00:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32895",\N,\N,\N,"304#钢锭质押借款标","500000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-11 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32896",\N,\N,\N,"304#钢锭质押借款标","500000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-10 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32897",\N,\N,\N,"304#钢锭质押借款标","1000000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-09 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32898",\N,\N,\N,"304#钢锭质押借款标","500000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-08 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32899",\N,\N,\N,"不锈钢炉料借款标","1000000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-07 10:00:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32900",\N,\N,\N,"不锈钢炉料借款标","500000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-06 10:06:41","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32901",\N,\N,\N,"不锈钢炉料借款标","500000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-05 10:00:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32902",\N,\N,\N,"304#钢锭质押借款标","500000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-04 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32903",\N,\N,\N,"304#钢锭质押借款标","500000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-03 10:00:00","还款方式：
					分期付息",\N,"男","56岁","高中","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32904",\N,\N,\N,"不锈钢炉料借款标","500000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-02 10:00:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
"32905",\N,\N,\N,"不锈钢炉料借款标","1000000",\N,\N,"1个月","12.00",\N,\N,\N,"2015-05-01 10:00:00","还款方式：
					分期付息",\N,"男","47岁","中专","已婚",\N,\N,"10001-30000","自有房子","有","投标奖励：
						无",\N
