id,RELEASETIME,FULLTIME,REPAYTIME,ITEM_NAME,ITEM_AMOUNT,ITEM_STATUS,ITEM_INTRODUCTION,LIFE_LOAN,MONEY_RATE,LOAN_TYPE,LOAN_USE,BONDING_COMPANY,DEADLINE,REPAYTYPE,BORROWER_NAME,BORROWER_SEX,BORROWER_AGE,BORROWER_EDUCATION,BORROWER_MARRIAGE,BORROWER_INDUSTRY,BORROWER_CITY,BORROWER_INCOME,BORROWER_HOUSE,BORROWER_CAR,REWARD
"58944","",\N,\N,"150821CDJK051","55,000",\N,\N,"12 个月","19.60",\N,\N,\N,\N,"按月分期",\N,"女","40","高中","已婚","加工业",\N,"10001-30000","自有住房","有",\N
"58945","",\N,\N,"150824CDJK029","40,000",\N,\N,"12 个月","19.60",\N,\N,\N,\N,"按月分期",\N,"男","46","初中","已婚","批发和零售业",\N,"10001-30000","自有住房","有",\N
"58946","",\N,\N,"150824CDJK253","50,000",\N,\N,"12 个月","19.60",\N,\N,\N,\N,"按月分期",\N,"女","47","高中","已婚","餐饮业",\N,"10001-30000","自有住房","有",\N
"58947","2015-08-24 15:30:01",\N,\N,"141202CDJK007","180,000",\N,\N,"1 个月","15.80",\N,\N,\N,\N,"到期还本按月付息",\N,"男","38","高中","已婚","建筑业",\N,"10001-30000","租房","有",\N
"58948","2015-08-24 14:15:01",\N,\N,"141111CDJK012","80,000",\N,\N,"1 个月","15.80",\N,\N,\N,\N,"到期还本按月付息",\N,"男","24","高中","已婚","制造业",\N,"10001-30000","其他","有",\N
"58949","2015-08-24 14:10:02",\N,\N,"140919CDJK022","27,000",\N,\N,"1 个月","15.80",\N,\N,\N,\N,"到期还本按月付息",\N,"男","49","专科","已婚","制造业",\N,"10001-30000","租房","有",\N
"58950","2015-08-24 14:05:01",\N,\N,"141212CDJK037","28,500",\N,\N,"1 个月","15.80",\N,\N,\N,\N,"到期还本按月付息",\N,"男","34","专科","已婚","制造业",\N,"30001-50000","租房","有",\N
"58951","2015-08-24 14:00:01",\N,\N,"150312CDJK013","45,000",\N,\N,"1 个月","15.80",\N,\N,\N,\N,"到期还本按月付息",\N,"女","27","中专","已婚","制造业",\N,"10001-30000","自有住房","有",\N
"58952","2015-08-24 11:25:02",\N,\N,"150821CDJK251","120,000",\N,\N,"1 个月","15.80",\N,\N,\N,\N,"到期还本按月付息",\N,"男","28","初中","未婚","居民服务和其他服务业",\N,"50000以上","租房","有",\N
"58953","2015-08-24 11:20:01",\N,\N,"150211CDJK036","20,000",\N,\N,"1 个月","15.80",\N,\N,\N,\N,"到期还本按月付息",\N,"男","30","高中","已婚","餐饮业",\N,"10001-30000","自有住房","有",\N
"58954","2015-08-24 11:15:01",\N,\N,"150819CDJK024","55,000",\N,\N,"3 个月","17.20",\N,\N,\N,\N,"到期还本按月付息",\N,"女","38","专科","离异","电力、燃气及水的生产和供应业",\N,"30001-50000","自有住房","有",\N
"58955","2015-08-24 11:10:01",\N,\N,"150820CDJK045","60,000",\N,\N,"12 个月","19.60",\N,\N,\N,\N,"按月分期",\N,"男","34","高中","已婚","批发和零售业",\N,"10001-30000","自有住房","有",\N
"58956","2015-08-24 11:00:01",\N,\N,"150821CDJK275","30,000",\N,\N,"12 个月","19.60",\N,\N,\N,\N,"按月分期",\N,"男","49","小学","已婚","加工业",\N,"5001-8000","自有住房","有",\N
"58957","2015-08-23 11:15:01",\N,\N,"150119CDJK027","290,000",\N,\N,"1 个月","15.80",\N,\N,\N,\N,"到期还本按月付息",\N,"男","43","高中","离异","贸易业",\N,"50000以上","租房","有",\N
"58958","2015-08-23 11:10:02",\N,\N,"150821CDJK248","120,000",\N,\N,"6 个月","18.40",\N,\N,\N,\N,"按月分期",\N,"男","37","本科","已婚","文化、体育和娱乐业",\N,"10001-30000","自有住房","有",\N
"58959","2015-08-23 11:05:01",\N,\N,"150821CDJK249","30,000",\N,\N,"12 个月","19.60",\N,\N,\N,\N,"按月分期",\N,"男","46","高中","已婚","建筑业",\N,"10001-30000","自有住房","有",\N
"58960","2015-08-23 11:00:01",\N,\N,"150821CDJK252","40,000",\N,\N,"12 个月","19.60",\N,\N,\N,\N,"按月分期",\N,"男","25","高中","已婚","交通运输、仓储和邮政业",\N,"10001-30000","自有住房","有",\N
"58961","2015-08-22 14:15:01",\N,\N,"150821CDJK049","50,000",\N,\N,"1 个月","15.80",\N,\N,\N,\N,"到期还本按月付息",\N,"男","26","中专","未婚","交通运输、仓储和邮政业",\N,"10001-30000","自有住房","有",\N
"58962","2015-08-22 14:10:01",\N,\N,"150820CDJK273","70,000",\N,\N,"2 个月","16.50",\N,\N,\N,\N,"到期还本按月付息",\N,"男","36","专科","已婚","建筑业",\N,"10001-30000","自有住房","有",\N
"58963","2015-08-22 14:05:01",\N,\N,"150821CDJK250","35,000",\N,\N,"3 个月","17.20",\N,\N,\N,\N,"到期还本按月付息",\N,"男","40","高中","未婚","农、林、牧、渔业",\N,"8001-10000","自有住房","有",\N
"58964","2015-08-22 14:00:02",\N,\N,"150820CDJK028","50,000",\N,\N,"3 个月","17.20",\N,\N,\N,\N,"到期还本按月付息",\N,"女","30","专科","已婚","建筑业",\N,"3001-4000","自有住房","有",\N
"58965","2015-08-22 11:15:01",\N,\N,"150820CDJK027","50,000",\N,\N,"3 个月","17.20",\N,\N,\N,\N,"到期还本按月付息",\N,"男","44","高中","已婚","加工业",\N,"10001-30000","自有住房","有",\N
"58966","2015-08-22 11:10:02",\N,\N,"150820CDJK047","50,000",\N,\N,"12 个月","19.60",\N,\N,\N,\N,"按月分期",\N,"男","46","中专","已婚","金融业",\N,"10001-30000","租房","有",\N
"58967","2015-08-22 11:05:01",\N,\N,"150818CDJK039","80,000",\N,\N,"12 个月","19.60",\N,\N,\N,\N,"按月分期",\N,"男","39","中专","已婚","制造业",\N,"10001-30000","租房","有",\N
"58968","2015-08-22 11:00:01",\N,\N,"150820CDJK272","25,000",\N,\N,"12 个月","19.60",\N,\N,\N,\N,"按月分期",\N,"男","36","专科","已婚","贸易业",\N,"5001-8000","自有住房","有",\N
"58969","2015-08-21 14:20:01",\N,\N,"150515CDJK071","95,000",\N,\N,"1 个月","15.80",\N,\N,\N,\N,"到期还本按月付息",\N,"女","35","本科","已婚","批发和零售业",\N,"10001-30000","自有住房","有",\N
"58970","2015-08-21 14:15:01",\N,\N,"150410CDJK004","100,000",\N,\N,"1 个月","15.80",\N,\N,\N,\N,"到期还本按月付息",\N,"男","39","高中","已婚","建筑业",\N,"30001-50000","租房","有",\N
"58971","2015-08-21 14:10:01",\N,\N,"150820CDJK274","40,000",\N,\N,"3 个月","17.20",\N,\N,\N,\N,"到期还本按月付息",\N,"女","26","专科","未婚","批发和零售业",\N,"10001-30000","租房","有",\N
"58972","2015-08-21 14:05:01",\N,\N,"150814CDJK021","30,000",\N,\N,"3 个月","17.20",\N,\N,\N,\N,"到期还本按月付息",\N,"男","30","专科","已婚","批发和零售业",\N,"10001-30000","租房","有",\N
"58973","2015-08-21 14:00:01",\N,\N,"150819CDJK026","80,000",\N,\N,"3 个月","17.20",\N,\N,\N,\N,"到期还本按月付息",\N,"男","43","专科","已婚","建筑业",\N,"50000以上","自有住房","有",\N
"58974","2015-08-21 11:25:01",\N,\N,"150820CDJK270","50,000",\N,\N,"3 个月","17.20",\N,\N,\N,\N,"到期还本按月付息",\N,"女","35","专科","已婚","批发和零售业",\N,"10001-30000","自有住房","有",\N
"58975","2015-08-21 11:20:01",\N,\N,"150820CDJK046","30,000",\N,\N,"6 个月","18.40",\N,\N,\N,\N,"按月分期",\N,"男","30","中专","已婚","制造业",\N,"10001-30000","租房","有",\N
"58976","2015-08-21 11:15:01",\N,\N,"150820CDJK269","50,000",\N,\N,"6 个月","18.40",\N,\N,\N,\N,"按月分期",\N,"男","38","专科","已婚","信息传输、计算机服务和软件业",\N,"10001-30000","自有住房","有",\N
"58977","2015-08-21 11:10:02",\N,\N,"150819CDJK041","30,000",\N,\N,"12 个月","19.60",\N,\N,\N,\N,"按月分期",\N,"男","30","高中","已婚","交通运输、仓储和邮政业",\N,"8001-10000","租房","有",\N
"58978","2015-08-21 11:05:01",\N,\N,"150818CDJK040","95,000",\N,\N,"12 个月","19.60",\N,\N,\N,\N,"按月分期",\N,"男","38","专科","已婚","采矿业",\N,"30001-50000","租房","有",\N
"58979","2015-08-21 11:00:01",\N,\N,"150820CDJK271","50,000",\N,\N,"12 个月","19.60",\N,\N,\N,\N,"按月分期",\N,"男","58","专科","已婚","批发和零售业",\N,"8001-10000","自有住房","有",\N
"58980","2015-08-20 14:10:01",\N,\N,"150819CDJK043","50,000",\N,\N,"1 个月","15.80",\N,\N,\N,\N,"到期还本按月付息",\N,"男","36","中专","已婚","批发和零售业",\N,"8001-10000","租房","有",\N
"58981","2015-08-20 14:05:01",\N,\N,"150819CDJK025","65,000",\N,\N,"1 个月","15.80",\N,\N,\N,\N,"到期还本按月付息",\N,"男","25","高中","离异","批发和零售业",\N,"10001-30000","租房","有",\N
"58982","2015-08-20 14:00:01",\N,\N,"150818CDJK023","100,000",\N,\N,"2 个月","16.50",\N,\N,\N,\N,"到期还本按月付息",\N,"男","32","本科","已婚","建筑业",\N,"50000以上","自有住房","有",\N
"58983","2015-08-20 11:15:01",\N,\N,"150819CDJK044","40,000",\N,\N,"1 个月","15.80",\N,\N,\N,\N,"到期还本按月付息",\N,"男","33","初中","已婚","制造业",\N,"10001-30000","自有住房","有",\N
"58984","2015-08-20 11:10:01",\N,\N,"150819CDJK267","75,000",\N,\N,"1 个月","15.80",\N,\N,\N,\N,"到期还本按月付息",\N,"男","25","专科","已婚","建筑业",\N,"50000以上","自有住房","有",\N
"58985","2015-08-20 11:05:01",\N,\N,"150818CDJK036","60,000",\N,\N,"12 个月","19.60",\N,\N,\N,\N,"按月分期",\N,"男","40","中专","已婚","制造业",\N,"10001-30000","租房","有",\N
"58986","2015-08-20 11:00:01",\N,\N,"150806CDJK015","100,000",\N,\N,"12 个月","19.60",\N,\N,\N,\N,"按月分期",\N,"男","34","专科","已婚","制造业",\N,"10001-30000","自有住房","有",\N
"58987","2015-08-19 14:10:01",\N,\N,"150514CDJK070","63,000",\N,\N,"1 个月","15.80",\N,\N,\N,\N,"到期还本按月付息",\N,"男","34","专科","已婚","信息传输、计算机服务和软件业",\N,"10001-30000","自有住房","有",\N
"58988","2015-08-19 14:05:01",\N,\N,"150529CDJK105","95,000",\N,\N,"1 个月","15.80",\N,\N,\N,\N,"到期还本按月付息",\N,"男","40","专科","已婚","建筑业",\N,"10001-30000","自有住房","有",\N
"58989","2015-08-19 14:00:01",\N,\N,"150818CDJK247","30,000",\N,\N,"1 个月","15.80",\N,\N,\N,\N,"到期还本按月付息",\N,"女","30","本科","未婚","教育",\N,"10001-30000","自有住房","有",\N
"58990","2015-08-19 11:15:01",\N,\N,"150817CDJK266","25,000",\N,\N,"1 个月","15.80",\N,\N,\N,\N,"到期还本按月付息",\N,"男","36","高中","已婚","餐饮业",\N,"10001-30000","自有住房","有",\N
"58991","2015-08-19 11:10:01",\N,\N,"150818CDJK246","35,000",\N,\N,"3 个月","17.20",\N,\N,\N,\N,"到期还本按月付息",\N,"男","47","高中","离异","居民服务和其他服务业",\N,"10001-30000","自有住房","有",\N
"58992","2015-08-19 11:05:01",\N,\N,"150814CDJK031","75,000",\N,\N,"12 个月","19.60",\N,\N,\N,\N,"按月分期",\N,"女","31","高中","已婚","制造业",\N,"10001-30000","租房","有",\N
"58993","2015-08-19 11:00:01",\N,\N,"150814CDJK020","120,000",\N,\N,"12 个月","19.60",\N,\N,\N,\N,"按月分期",\N,"男","49","高中","已婚","交通运输、仓储和邮政业",\N,"50000以上","自有住房","有",\N
"58994","2015-08-18 14:25:02",\N,\N,"150514CDJK069","50,000",\N,\N,"1 个月","15.80",\N,\N,\N,\N,"到期还本按月付息",\N,"男","25","专科","已婚","批发和零售业",\N,"10001-30000","自有住房","有",\N
"58995","2015-08-18 14:20:01",\N,\N,"141224CDJK059","36,000",\N,\N,"1 个月","15.80",\N,\N,\N,\N,"到期还本按月付息",\N,"男","35","专科","已婚","贸易业",\N,"10001-30000","租房","有",\N
