"18335",\N,\N,\N,"扩大经营短期借款周转【三】（编号：100001668）","100,000",\N,\N,"3个月","17.00",\N,"扩大生产经营，增强市场竞争力，急需资金","深圳市冠寰投资咨询有限公司","2015-05-19 10:16:00","到期还本，按月付息","jjdairui01001",\N,"41-50岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18336",\N,\N,\N,"扩大经营短期借款周转【二】（编号：100001667）","100,000",\N,\N,"3个月","17.00",\N,"扩大生产经营，增强市场竞争力，急需资金","深圳市冠寰投资咨询有限公司","2015-05-15 10:03:36","到期还本，按月付息","jjdairui01001",\N,"41-50岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18337",\N,\N,\N,"扩大经营短期借款周转【一】（编号：100001666）","100,000",\N,\N,"3个月","17.00",\N,"扩大生产经营，增强市场竞争力，急需资金","深圳市冠寰投资咨询有限公司","2015-05-14 10:30:54","到期还本，按月付息","jjdairui01001",\N,"41-50岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18338",\N,\N,\N,"扩大经营短期借款周转【六】（编号：100001665）","100,000",\N,\N,"3个月","17.00",\N,"扩大生产经营，增强市场竞争力，急需资金。","深圳市冠寰投资咨询有限公司","2015-05-13 10:59:02","到期还本，按月付息","jjdairui01001",\N,"41-50岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18339",\N,\N,\N,"扩大经营短期借款周转【五】（编号：100001664）","100,000",\N,\N,"3个月","17.00",\N,"扩大生产经营，增强市场竞争力，急需资金。","深圳市冠寰投资咨询有限公司","2015-05-11 12:00:21","到期还本，按月付息","jjdairui01001",\N,"41-50岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18340",\N,\N,\N,"扩大经营短期借款周转【四】（编号：100001663）","100,000",\N,\N,"3个月","17.00",\N,"扩大生产经营，增强市场竞争力，急需资金。","深圳市冠寰投资咨询有限公司","2015-05-08 10:20:26","到期还本，按月付息","jjdairui01001",\N,"41-50岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18341",\N,\N,\N,"扩大经营短期借款周转【三】（编号：100001662）","100,000",\N,\N,"3个月","17.00",\N,"扩大生产经营，增强市场竞争力，急需资金。","深圳市冠寰投资咨询有限公司","2015-05-07 10:36:25","到期还本，按月付息","jjdairui01001",\N,"41-50岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18342",\N,\N,\N,"扩大经营短期借款周转【二】（编号：100001661）","100,000",\N,\N,"3个月","17.00",\N,"扩大生产经营，增强市场竞争力，急需资金。","深圳市冠寰投资咨询有限公司","2015-05-06 15:56:02","到期还本，按月付息","jjdairui01001",\N,"41-50岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18343",\N,\N,\N,"扩大经营短期借款周转【一】（编号：100001660）","100,000",\N,\N,"3个月","17.00",\N,"扩大生产经营，增强市场竞争力，急需资金","深圳市冠寰投资咨询有限公司","2015-04-29 15:13:40","到期还本，按月付息","jjdairui01001",\N,"41-50岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18344",\N,\N,\N,"扩大经营短期借款周转【六】（编号：100001657）","100,000",\N,\N,"3个月","17.00",\N,"扩大生产经营，增强市场竞争力，急需资金","深圳市冠寰投资咨询有限公司","2015-04-18 15:12:11","到期还本，按月付息","jjdairui01001",\N,"31-40岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18345",\N,\N,\N,"短期借款周转【3】（编号：100001656）","100,000",\N,\N,"1个月","15.00",\N,"用于膜技术的研发，购买原材料。","深圳市冠寰投资咨询有限公司","2015-04-18 14:30:23","到期还本，按月付息","jjdaizhou00701",\N,"31-40岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18346",\N,\N,\N,"扩大经营短期借款周转【五】（编号：100001655）","100,000",\N,\N,"3个月","17.00",\N,"扩大生产经营，增强市场竞争力，急需资金","深圳市冠寰投资咨询有限公司","2015-04-15 14:05:22","到期还本，按月付息","jjdairui01001",\N,"41-50岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18347",\N,\N,\N,"短期借款周转【2】（编号：100001654）","100,000",\N,\N,"1个月","15.00",\N,"用于膜技术的研发，购买原材料。","深圳市冠寰投资咨询有限公司","2015-04-15 14:07:48","到期还本，按月付息","jjdaizhou00701",\N,"31-40岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18348",\N,\N,\N,"短期借款周转【1】（编号：100001653）","100,000",\N,\N,"1个月","15.00",\N,"用于膜技术的研发，购买原材料。","深圳市冠寰投资咨询有限公司","2015-04-14 21:34:01","到期还本，按月付息","jjdaizhou00701",\N,"31-40岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18349",\N,\N,\N,"扩大经营短期借款周转【四】（编号：100001652）","100,000",\N,\N,"3个月","17.00",\N,"扩大生产经营，增强市场竞争力，急需资金","深圳市冠寰投资咨询有限公司","2015-04-15 07:38:04","到期还本，按月付息","jjdairui01001",\N,"41-50岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18350",\N,\N,\N,"扩大经营短期借款周转【三】（编号：100001651）","100,000",\N,\N,"3个月","17.00",\N,"扩大生产经营，增强市场竞争力，急需资金","深圳市冠寰投资咨询有限公司","2015-04-13 14:30:06","到期还本，按月付息","jjdairui01001",\N,"41-50岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18351",\N,\N,\N,"客户短期借款周转【3】（编号：100001650）","100,000",\N,\N,"6个月","18.00",\N,"公司筹建学校项目，需资金周转","深圳市冠寰投资咨询有限公司","2015-04-08 10:11:47","到期还本，按月付息","jjdaicao01401",\N,"41-50岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18352",\N,\N,\N,"扩大经营短期借款周转【二】（编号：100001649）","100,000",\N,\N,"3个月","17.00",\N,"扩大生产经营，增强市场竞争力，急需资金。","深圳市冠寰投资咨询有限公司","2015-04-09 22:43:13","到期还本，按月付息","jjdairui01001",\N,"41-50岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18353",\N,\N,\N,"短期借款周转【6】（编号：100001648）","100,000",\N,\N,"1个月","15.00",\N,"用于膜技术的研发，购买原材料。","深圳市冠寰投资咨询有限公司","2015-04-06 23:57:15","到期还本，按月付息","jjdaizhou00701",\N,"31-40岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18354",\N,\N,\N,"扩大经营短期借款周转【一】（编号：100001647）","100,000",\N,\N,"3个月","17.00",\N,"扩大生产经营，增强市场竞争力，急需资金。","深圳市冠寰投资咨询有限公司","2015-04-07 20:52:48","到期还本，按月付息","jjdairui01001",\N,"41-50岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18355",\N,\N,\N,"短期借款周转【5】（编号：100001646）","100,000",\N,\N,"1个月","15.00",\N,"用于膜技术的研发，购买原材料。","深圳市冠寰投资咨询有限公司","2015-04-05 19:03:14","到期还本，按月付息","jjdaizhou00701",\N,"31-40岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18356",\N,\N,\N,"短期借款周转(1)（编号：100001645）","100,000",\N,\N,"3个月","17.00",\N,"用于膜技术的研发，购买原材料。","深圳市冠寰投资咨询有限公司","2015-04-05 14:49:36","到期还本，按月付息","jjdaizhou00701",\N,"31-40岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18357",\N,\N,\N,"短期借款周转【4】（编号：100001644）","100,000",\N,\N,"1个月","15.00",\N,"用于膜技术的研发，购买原材料。","深圳市冠寰投资咨询有限公司","2015-04-04 15:36:30","到期还本，按月付息","jjdaizhou00701",\N,"31-40岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18358",\N,\N,\N,"短期借款周转【3】（编号：100001643）","200,000",\N,\N,"1个月","15.00",\N,"用于膜技术的研发，购买原材料。","深圳市冠寰投资咨询有限公司","2015-04-03 15:49:25","到期还本，按月付息","jjdaizhou00701",\N,"31-40岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18359",\N,\N,\N,"短期借款周转【2】（编号：100001642）","100,000",\N,\N,"1个月","15.00",\N,"用于膜技术的研发，购买原材料。","深圳市冠寰投资咨询有限公司","2015-04-02 18:10:24","到期还本，按月付息","jjdaizhou00701",\N,"31-40岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
"18360",\N,\N,\N,"短期借款周转【1】（编号：100001641）","100,000",\N,\N,"1个月","15.00",\N,"用于膜技术的研发，购买原材料。","深圳市冠寰投资咨询有限公司","2015-04-02 09:59:47","到期还本，按月付息","jjdaizhou00701",\N,"31-40岁","本科",\N,"制造业","深圳","100万以下","有","有","0.00%",\N
