"159885","2015-08-22 21:00:00",\N,\N,"个人资金周转1508115","26,979.84","正在募集","借款说明：生产部组长，现居住在湖南省长沙市，就职于通信有限公司，收入稳定，借款用于个人资金周转。上述信息已经由实地认证方融通汇信投资管理咨询公司进行考察认证。同时，经审核借款人所提供资料真实有效，符合平台1的借款审核标准。","6个月","11",\N,\N,\N,\N,"每月付息，到期还本","张*","男","26","中专","未婚",\N,\N,\N,"无","无","2",\N
"159886","2015-08-22 21:00:00",\N,\N,"个人资金周转1508122","26,979.84","正在募集","借款说明：操作员，现居住在辽宁省大连市，就职于民航快递公司，收入稳定，借款用于个人资金周转。上述信息已经由实地认证方融通汇信投资管理咨询公司进行考察认证。同时，经审核借款人所提供资料真实有效，符合平台1的借款审核标准。","6个月","11",\N,\N,\N,\N,"每月付息，到期还本","朱**","男","43","大专","离异",\N,\N,\N,"有","无","2",\N
"159887","2015-08-23 20:00:00",\N,\N,"个人资金周转1508134","47,719.61","正在募集","借款说明：公司职员，现居住在湖北省宜昌市，就职于当地养殖公司，收入稳定，借款用于个人资金周转。上述信息已经由实地认证方融通汇信投资管理咨询公司进行考察认证。同时，经审核借款人所提供资料真实有效，符合平台1的借款审核标准。","3个月","10.5",\N,\N,\N,\N,"每月付息，到期还本","韩*","男","30","大专","已婚",\N,\N,\N,"有","无","2",\N
"159888","2015-08-23 19:30:00",\N,\N,"个人资金周转1508138","36,926.19","正在募集","借款说明：管理人员，现居住在江苏省南京市，就职于中国石化公司，收入稳定，借款用于个人资金周转。上述信息已经由实地认证方融通汇信投资管理咨询公司进行考察认证。同时，经审核借款人所提供资料真实有效，符合平台1的借款审核标准。","3个月","10.5",\N,\N,\N,\N,"每月付息，到期还本","丁**","男","51","本科","已婚",\N,\N,\N,"有","无","2",\N
"159889","2015-08-24 10:00:00",\N,\N,"个人资金周转150633002","52,577.38","正在募集","借款说明：销售经理，现居住在辽宁省沈阳市，任职于当地一家电工仪器厂，收入稳定，借款用于资金周转。上述信息已经由实地认证方融通汇信投资管理咨询公司进行考察认证。同时，经审核借款人所提供资料真实有效，符合平台1的借款审核标准。","1个月","9.5",\N,\N,\N,\N,"每月付息，到期还本","刘**","女","35","大专","已婚",\N,\N,\N,"有","无","2",\N
"159890","2015-08-23 21:30:00",\N,\N,"个人资金周转150633102","52,577.38","正在募集","借款说明：单位副科长，现居住在江苏省金坛市，任职于当地物价局，收入稳定，借款用于资金周转。上述信息已经由实地认证方融通汇信投资管理咨询公司进行考察认证。同时，经审核借款人所提供资料真实有效，符合平台1的借款审核标准。","14天","7",\N,\N,\N,\N,"一次性还本付息","黄**","男","27","大专","已婚",\N,\N,\N,"有","无","3",\N
"159891","2015-08-24 09:00:00",\N,\N,"个人资金周转150805101","24,352.54","正在募集","借款说明：船务职工，现居住在上海市金山区，任职于当地一家企业管理公司，收入稳定，借款用于个人资金周转。上述信息已经由实地认证方融通汇信投资管理咨询公司进行考察认证。同时，经审核借款人所提供资料真实有效，符合平台1的借款审核标准。","12个月","12",\N,\N,\N,\N,"等额本息","潘*","女","33","大专","已婚",\N,\N,\N,"有","有","2",\N
"159892","2015-08-24 09:30:00",\N,\N,"个人资金周转150632902","50,421.91","募集成功","借款说明：个体工商户，现居住在九江市，从事服装加工销售行业，经营良好，收入稳定，借款用于扩大经营。上述信息已经由实地认证方融通汇信投资管理咨询公司进行考察认证。同时，经审核借款人所提供资料真实有效，符合平台1的借款审核标准。","1个月","9.5",\N,\N,\N,\N,"每月付息，到期还本","蒋**","女","33","高中及以下","已婚",\N,\N,\N,"有","无","2",\N
"159893","2015-08-24 00:00:00",\N,\N,"个人资金周转1508127","24,617.39","募集成功","借款说明：电工，现居住在四川省绵阳市，就职于供电局，收入稳定，借款用于个人资金周转。上述信息已经由实地认证方融通汇信投资管理咨询公司进行考察认证。同时，经审核借款人所提供资料真实有效，符合平台1的借款审核标准。","1个月","9.5",\N,\N,\N,\N,"每月付息，到期还本","孙**","男","31","大专","已婚",\N,\N,\N,"无","无","2",\N
"159894","2015-08-23 13:30:00",\N,\N,"个人资金周转150636102","77,812.6","募集成功","借款说明：办公室科员，现居住在江苏省常州市，任职于当地政府机关，收入稳定，借款用于个人资金周转。上述信息已经由实地认证方融通汇信投资管理咨询公司进行考察认证。同时，经审核借款人所提供资料真实有效，符合平台1的借款审核标准。","14天","7",\N,\N,\N,\N,"一次性还本付息","陈*","男","28","高中及以下","已婚",\N,\N,\N,"有","有","3",\N
