"127615","2015-06-08 17:41",\N,\N,"企业经营借款  ","100000.000000","还款中",\N,"9个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
"127616","2015-04-25 15:54",\N,\N,"企业股权质押借款 十二个…  ",\N,"还款中",\N,"12个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
"127617","2015-04-25 10:53",\N,\N,"企业股权质押借款 十二个…  ","400000.000000","还款中",\N,"12个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
"127618","2015-04-24 16:17",\N,\N,"企业股权质押借款 十二个…  ","240000.000000","还款中",\N,"12个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
"127619","2015-04-24 15:09",\N,\N,"企业股权质押借款 十二个…  ","240000.000000","还款中",\N,"12个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
"127620","2015-04-24 14:21",\N,\N,"企业股权质押借款 十二个…  ","160000.000000","还款中",\N,"12个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
"127621","2015-04-23 15:16",\N,\N,"企业股权质押借款 十二个…  ","400000.000000","还款中",\N,"12个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
"127622","2015-04-23 14:38",\N,\N,"企业股权质押借款 十二个…  ",\N,"还款中",\N,"12个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
"127623","2015-04-23 11:47",\N,\N,"企业股权质押借款 十二个…  ","240000.000000","还款中",\N,"12个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
"127624","2015-04-23 11:45",\N,\N,"企业股权质押借款 十二个…  ",\N,"还款中",\N,"12个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
"127625","2015-04-23 11:27",\N,\N,"企业股权质押借款 十二个…  ",\N,"还款中",\N,"12个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
"127626","2015-04-23 09:29",\N,\N,"企业股权质押借款 十二个…  ",\N,"还款中",\N,"12个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
"127627","2015-04-22 15:30",\N,\N,"企业股权质押借款 十二个…  ","400000.000000","还款中",\N,"12个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
"127628","2015-04-22 11:29",\N,\N,"企业股权质押借款 十二个…  ",\N,"还款中",\N,"12个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
"127629","2015-04-21 16:21",\N,\N,"企业股权质押借款 十二个…  ","400000.000000","还款中",\N,"12个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
"127630","2015-04-21 15:26",\N,\N,"企业股权质押借款 十二个…  ","300000.000000","还款中",\N,"12个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
"127631","2015-04-21 10:19",\N,\N,"企业股权质押借款 十二个…  ","160000.000000","还款中",\N,"12个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
"127632","2015-04-20 16:22",\N,\N,"企业股权质押借款 十二个…  ","120000.000000","还款中",\N,"12个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
"127633","2015-04-20 11:10",\N,\N,"企业股权质押借款 十二个…  ","200000.000000","还款中",\N,"12个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
"127634","2015-04-20 10:42",\N,\N,"企业股权质押借款 十二个…  ",\N,"还款中",\N,"12个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
"127635","2015-04-20 10:06",\N,\N,"企业股权质押借款 十二个…  ",\N,"还款中",\N,"12个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
"127636","2015-04-18 15:43",\N,\N,"企业股权质押借款 十二个…  ",\N,"还款中",\N,"12个月","0.00",\N,"生意周转",\N,\N,"一次性还款",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.00",\N
